MANCODIGO,V_REF
"208125014",148300
"004611077",1500000
"008514004",4100000
"205308094",1372535
"005615044",3000000
"009256031",1630000
"009256003",1630000
"005679073",2300000
"006405079",2300000
"008214009",5200000
"005612066",2900000
"009256001",1630000
"009256038",1630000
"004611078",1500000
"008408029",5300000
"008537069",2700000
"004611079",1500000
"007105005",4200000
"008417067",6150000
"009250045",1700000
"005616081",795000
"008501037",4200000
"002618059",1075000
"001108061",630141
"002435012",2700000
"002599022",610000
"008513021",3300000
"008313009",6500000
"007209018",3000000
"002523057",1000000
"009256067",1630000
"002573092",1800000
"009228077",2800000
"009255014",1630000
"009255024",1630000
"208101018",155600
"002408044",1230000
"005666012",2640000
"001307007",900000
"006515024",2980000
"002107026",2620000
"001404038",2450000
"004507028",2700000
"004633077",1700000
"001308055",1700000
"006521021",462000
"008211025",1600000
"002547031",650000
"005652023",2300000
"009255053",257100
"004542076",2350000
"009229032",750000
"004576071",2100000
"004576070",2100000
"004576072",2100000
"005647039",3050000
"009209002",831000
"004634058",510000
"009210079",2650000
"006103065",2600000
"005614032",3000000
"008512018",3200000
"004641079",1300000
"004545006",2000000
"006521020",1540000
"004528049",1800000
"004527010",1800000
"004210059",2800000
"002530067",650000
"007303018",3400000
"001344076",320000
"005203001",2800000
"001202030",2500000
"008303001",6200000
"005603003",2800000
"008505034",2900000
"009222040",1500000
"008540002",153050
"008303034",6200000
"001335061",320000
"002547022",650000
"001417023",2400000
"001303016",1400000
"004212017",3100000
"004534019",2550000
"002428028",1300000
"005606025",2900000
"009105075",2850000
"002508056",1300000
"005627019",1686000
"006408008",2500000
"002430022",1400000
"004201008",2200000
"009231068",1000000
"008303035",6200000
"009226018",1850000
"004573057",1650000
"008303015",6200000
"002614038",700000
"008303012",6200000
"008303014",6200000
"005107007",3150000
"008303011",6200000
"001413033",1500000
"009256068",1630000
"006420014",2100000
"006504028",2800000
"009262072",2600000
"002436001",1800000
"001103043",2000000
"004555017",2100000
"004614005",600000
"002580023",460000
"004210071",2800000
"002541039",470474
"002506060",1050000
"004623035",1300000
"003106030",2300000
"004619013",1800000
"004611019",1500000
"001405017",2750000
"004611020",1500000
"004611022",1500000
"002435003",2700000
"001417058",1550000
"009136004",319345
"004611080",1500000
"001207021",2350000
"002402077",2050000
"005637011",2130000
"009253022",1630000
"009253030",1630000
"005652069",2300000
"001404040",2450000
"008501014",4500000
"003102033",3488000
"001308085",900000
"008303019",6200000
"205402011",140400
"002525052",2296530
"005611015",2950000
"002502043",1000000
"002407008",2050000
"005652062",2300000
"009253002",1630000
"005652076",2300000
"001304013",1400000
"005601031",3100000
"002504057",730000
"005616024",2650000
"009257065",2280000
"001330015",1000000
"004607014",2100000
"008207008",3800000
"008207009",3800000
"001303029",1400000
"004593090",1815000
"008506025",2800000
"005675021",2700000
"006205030",2500000
"004504031",2450000
"006208017",3600000
"005608067",2900000
"002409066",2300000
"004576059",2100000
"002104056",3150000
"002524083",1400000
"002431092",580000
"004621069",1900000
"004544051",585000
"005627013",3450000
"005505043",2900000
"004620081",1800000
"008520048",141200
"002107064",2650000
"004589046",1815000
"009107037",3700000
"002416030",2100000
"002308001",1900000
"006307017",2300000
"005308053",1260000
"004621074",1900000
"004621070",1900000
"002552088",650000
"002536026",1050000
"004627077",2070000
"005607022",2700000
"004613007",2100000
"004620072",2100000
"004501031",3800000
"005675096",2700000
"009253021",71600
"004561070",1100000
"002560056",650000
"009230035",1870000
"004303018",2600000
"009116061",2900000
"002456055",650000
"005617090",900000
"008213003",4000000
"008213005",4000000
"008213007",3900000
"008213010",4000000
"008213011",4000000
"002430089",126600
"006506034",3200000
"006410047",2000000
"008102003",1638829
"006419029",2100000
"008506092",1351853
"004595056",1815000
"006419036",2100000
"005614001",2900000
"009212038",2000000
"006419040",2100000
"006419035",2100000
"006419038",2100000
"006419041",2100000
"006403054",2100000
"004625041",1300000
"002435061",2100000
"005609049",3500000
"004569053",1700000
"004106016",2560000
"005305007",2790000
"001417025",2400000
"004612048",2100000
"002406053",2050000
"004532022",2550000
"004520032",1570000
"004641013",1300000
"005679016",2700000
"004575008",1700000
"008207016",3800000
"008207017",3800000
"008207020",3800000
"004533056",1800000
"002564006",650000
"008207015",3800000
"002509011",1350000
"004546043",3300000
"002517027",1450000
"005606042",2900000
"001409003",1400000
"002438020",1300000
"004596007",2600000
"008208022",2608100
"002431086",700000
"005639005",2650000
"009205068",2420000
"006420049",2100000
"004627020",1342386
"006420026",2100000
"006420033",2100000
"002308030",1900000
"008213015",4750000
"008213002",4000000
"002438071",1300000
"002438072",1600000
"003107021",17030000
"006212035",2800000
"001417030",2400000
"008505035",2900000
"008307026",7800000
"008538029",2600000
"008307024",8300000
"008527013",2950000
"009243004",1850000
"202506035",91200
"008307025",7800000
"008417016",7200000
"009207030",2420000
"003106027",2300000
"004523077",1675000
"009228040",2800000
"008417078",7200000
"001430043",2500000
"008307027",13200000
"004616026",1700000
"001335016",354339
"001404033",2450000
"001401009",2220000
"006517044",1750000
"009256055",1630000
"008401019",7272531
"004103019",3300000
"001352021",1260000
"004616067",1650000
"001405002",2800000
"004507012",2300000
"008520044",141200
"004580089",510000
"003107023",132800
"002526068",1400000
"005608061",2900000
"009256054",1630000
"004611039",1500000
"008410001",11500000
"002445023",580000
"009256075",1630000
"005623040",2800000
"005649017",3450000
"009219011",2650000
"008407029",1425000
"002409010",2150000
"002561012",460000
"002561015",460000
"001113052",896434
"002561020",460000
"004550036",1600000
"002561014",460000
"002533020",730000
"008307018",8300000
"002442074",580000
"001431050",1350000
"002436016",1400000
"002530010",650000
"001340071",320000
"009132001",1700000
"004604038",2500000
"002552037",650000
"005627007",2810000
"002570034",650000
"002570045",650000
"002570055",650000
"005627006",2810000
"004510011",2700000
"005648034",2810000
"006410051",2500000
"002570057",650000
"001335057",320000
"004643078",495000
"002543054",1050000
"002103039",4400000
"004628024",2500000
"004302002",2600000
"009236082",1800000
"006401068",2200000
"009209075",3000000
"004624004",750000
"006106009",2200000
"006105003",3400000
"005628007",2810000
"001324034",780000
"004533080",1800000
"002582023",124500
"002581098",460000
"208125051",155600
"009230050",1870000
"004556031",2300000
"006106015",3400000
"005638007",2700000
"001420065",3400000
"004108002",2620000
"006212030",2800000
"002310008",1900000
"001408024",1200000
"001352006",1260000
"006206011",2500000
"006405018",2300000
"002565014",650000
"004557036",2100000
"002610022",800000
"007302024",3450000
"002440014",1173000
"002440016",131000
"008526041",3100000
"002585016",290000
"004538011",2330000
"009216009",2600000
"004576067",2500000
"008507061",2800000
"008520066",1225000
"002510068",700000
"002536069",1050000
"008526038",2300000
"008526002",2300000
"008526040",2300000
"008543020",145600
"005614070",2900000
"004412031",3300000
"002518043",1400000
"004405064",3200000
"004402018",2800000
"004402020",2800000
"005680051",2300000
"002548034",138400
"002548099",360000
"008312003",7100000
"008312022",2130000
"001355034",1260000
"005615002",2900000
"004517009",2100000
"006510039",3700000
"002104034",2700000
"005684035",3000000
"008417026",4850000
"009232093",2650000
"002580036",460000
"004621061",1900000
"004619007",2100000
"009109004",2180000
"004642052",1430000
"002418062",2250000
"004613010",2100000
"001311049",1000000
"005501011",2900000
"004518016",2950000
"002412050",2150000
"008212018",4000000
"002412049",2150000
"002412052",2150000
"005623034",2800000
"004642047",1430000
"004621064",1900000
"001116045",259980
"002517048",620020
"005204013",2800000
"007204015",3900000
"008537012",2700000
"005617015",3000000
"008205010",3800000
"002438078",1800000
"002438079",1400000
"002438080",1800000
"002438081",1800000
"009124043",3060000
"002526008",1400000
"006104032",2200000
"004601067",2600000
"002102007",2560000
"005622015",2800000
"002406007",2050000
"004607050",2100000
"008101005",3750000
"001109005",1900000
"001107006",1000000
"002438018",1300000
"006517040",2040000
"007209034",3250000
"008505041",2900000
"004631093",1650000
"009256066",1443150
"009229015",2600000
"002546054",460000
"009256057",1630000
"009256058",1630000
"009256062",1630000
"004632034",1650000
"005104001",3700000
"009109027",2180000
"008104017",1900000
"004545037",2000000
"002414093",800000
"004631039",1700000
"009229018",3300000
"002589008",950000
"004611038",1500000
"008505078",3075000
"008505073",2900000
"001347004",410000
"002569067",1300000
"008505036",2900000
"002440041",131000
"002440056",131000
"002440057",131000
"002440058",131000
"002440059",131000
"002440017",131000
"002440064",390000
"002440019",131000
"004553027",2050000
"005620046",2600000
"008505028",3250000
"001340091",320000
"006211006",1900000
"002570068",650000
"002402057",2050000
"008417074",8100000
"002506083",1050000
"001316013",510000
"001401040",2285000
"002105001",2650000
"007301015",3400000
"008207036",3800000
"006218007",2300000
"005614017",2900000
"004508020",2700000
"008521001",2550000
"009233001",2650000
"002524041",1400000
"002450003",2300000
"006417015",2100000
"008418002",7200000
"002445028",580000
"007406014",3600000
"001421008",1600000
"005627057",2810000
"008535080",880000
"004623003",1300000
"002615021",700000
"001107024",1000000
"002534010",730000
"009244025",1850000
"006420004",2100000
"002435057",2100000
"008110015",800000
"008412037",7875000
"008413003",5500000
"001363074",780000
"006504063",3600000
"004595011",1815000
"005644040",840000
"002209017",2350000
"008537076",2700000
"002435044",2700000
"005670031",2640000
"004595079",1815000
"002584057",650000
"005603052",2900000
"009249064",1600000
"002401035",2000000
"005647054",3050000
"004522045",1675000
"009128013",1999623
"002430050",1400000
"005201054",5200000
"001420006",1100000
"002594010",700000
"008507005",2800000
"002561023",460000
"008407041",5300000
"004535017",1740000
"005406033",3300000
"004625018",1300000
"008411007",4850000
"006413030",840000
"002573072",1286838
"002546094",460000
"001342062",9100
"008502031",2900000
"007312002",3550000
"002545014",2150000
"008413007",5500000
"008414009",4625000
"005631058",2850000
"006503004",3200000
"009123022",3020000
"004580025",1815000
"009223033",2420000
"007101037",2950000
"001320032",780000
"005652081",2300000
"004563017",2600000
"008537084",2700000
"002442063",700000
"008537097",2700000
"008537094",2700000
"003207011",1300000
"009212002",2000000
"002535028",640000
"002591005",700000
"005661068",1850000
"002444002",1300000
"001345040",314523
"208125075",155600
"002460070",1300000
"004617069",960000
"003207010",1300000
"009256061",1630000
"001419030",1500000
"005603011",3000000
